ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
385	Yeruva	die	tʃa:ɭa	tʃa:ɭa	tʃ aː ɭ a		die-A
386	Betta_Kurumba	die	maɾdo:g	maɾdo:g	m a ɾ d oː g	LOAN	die-B
387	Malayalam	die	maɾikkuga	maɾikkuga	m a ɾ i kː u g a	LOAN	die-B
388	Koya	die	ɖollatam	ɖollatam	ɖ o lː a t a m		die-C
389	Toda	die	keɖuoisi	keɖuoisi	k e ɖ u o i s i		die-D
390	Kolami	die	tigte:n	tigte:n	t i g t eː n		die-E
391	Kota	die	ta:ʋə	ta:ʋə	t aː ʋ ə		die-F
392	Badga	dog	ne	ne	n e		dog-A
393	Betta_Kurumba	dog	na:jə	na:jə	n aː j ə		dog-A
394	Gondi	dog	nej	nej	n e j		dog-A
395	Kannada	dog	na:ji	na:ji	n aː j i		dog-A
396	Kodava	dog	na:ji	na:ji	n aː j i		dog-A
397	Kolami	dog	a:te	a:te	aː t e		dog-A
398	Kota	dog	na:ji	na:ji	n aː j i		dog-A
399	Koya	dog	nej	nej	n e j		dog-A
400	Malayalam	dog	na:ja	na:ja	n aː j a		dog-A
401	Ollari_Gadba	dog	ne	ne	n e		dog-A
402	Parji	dog	netta	netta	n e tː a		dog-A
403	Tamil	dog	na:ji	na:ji	n aː j i		dog-A
404	Toda	dog	noi	noi	n o i		dog-A
405	Tulu	dog	na:ji	na:ji	n aː j i		dog-A
406	Yeruva	dog	na:ji	na:ji	n aː j i		dog-A
407	Telugu	dog	kukka	kukka	k u kː a	EXCLUDE	dog-B
408	Malayalam	dog	paʈʈi	paʈʈi	p a ʈː i		dog-C
409	Kurukh	dog	alla	alla	a lː a		dog-D
410	Brahui	dog	kutʃak	kutʃak	k u tʃ a k		dog-E
411	Malto	dog	kutʃtʃo	kutʃtʃo	k u tʃː o		dog-E
412	Badga	drink	kuɖapə	kuɖapə	k u ɖ a p ə		drink-A
413	Betta_Kurumba	drink	kuɖi ~ kujɾi	kuɖi	k u ɖ i		drink-A
414	Betta_Kurumba	drink	kuɖi ~ kujɾi	kujɾi	k u j ɾ i		
415	Kannada	drink	kuḍi-	kuḍi-	k u ɖ i		drink-A
416	Kannada	drink	kudijo:du	kudijo:du	k u d i j oː d u		drink-A
417	Kodava	drink	kuɖipa	kuɖipa	k u ɖ i p a		drink-A
418	Malayalam	drink	kuṭi-	kuṭi-	k u ʈ i		drink-A
419	Malayalam	drink	kudikkuga	kudikkuga	k u d i kː u g a		drink-A
420	Tamil	drink	kuɖi	kuɖi	k u ɖ i		drink-A
421	Yeruva	drink	kuɖipə	kuɖipə	k u ɖ i p ə		drink-A
422	Telugu	drink	ta:gu	ta:gu	t aː g u		drink-B
423	Brahui	drink	kuning	kuning	k u n i n g		drink-C
424	Gondi	drink	un	un	u n		drink-C
425	Kota	drink	unatukə	unatukə	u n a t u k ə		drink-C
426	Koya	drink	unnu	unnu	u nː u		drink-C
427	Kurukh	drink	onna	onna	o nː a		drink-C
428	Malto	drink	ho:na:	ho:na:	h oː n aː		drink-C
429	Ollari_Gadba	drink	un	un	u n		drink-C
430	Parji	drink	un-	un-	u n		drink-C
431	Toda	drink	uʈʈudi	uʈʈudi	u ʈː u d i		drink-C
432	Tulu	drink	paɾijaɾa	paɾijaɾa	p a ɾ i j a ɾ a		drink-D
433	Kolami	drink	aniɾusa:t	aniɾusa:t	a n i ɾ u s aː t		drink-F
434	Tamil	dry	ularnta	ularnta	u l a r n t a		dry-A
435	Yeruva	dry	unaku	unaku	u n a k u		dry-B
436	Telugu	dry	eɳɖu	eɳɖu	e ɳ ɖ u		dry-C
437	Kota	dry	kanʈiko	kanʈiko	k a n ʈ i k o		dry-D
438	Kurukh	dry	kʰajka	kʰajka	kʰ a j k a		dry-D
439	Malto	dry	a:ika:	a:ika:	aː i k aː		dry-D
440	Tamil	dry	kaindadə	kaindadə	k a i n d a d ə		dry-D
441	Tamil	dry	ka:ndʒə	ka:ndʒə	k aː n dʒ ə		dry-D
442	Brahui	dry	ba:ɾun	ba:ɾun	b aː ɾ u n		dry-E
443	Gondi	dry	ʋaʈʈa	ʋaʈʈa	ʋ a ʈː a		dry-E
444	Kannada	dry	battida	battida	b a tː i d a		dry-E
445	Koya	dry	aɾta:d	aɾta:d	a ɾ t aː d		dry-E
446	Malayalam	dry	varaṇṭa	varaṇṭa	v a r a ɳ ʈ a		dry-E
447	Badga	dry	oɳikiladə	oɳikiladə	o ɳ i k i l a d ə		dry-F
448	Kannada	dry	oɳagidu	oɳagidu	o ɳ a g i d u		dry-F
449	Kodava	dry	oɳangina	oɳangina	o ɳ a n g i n a		dry-F
450	Malayalam	dry	uɳangija	uɳangija	u ɳ a n g i j a		dry-F
451	Toda	dry	oɳikisi	oɳikisi	o ɳ i k i s i		dry-F
452	Tulu	dry	nunguduna	nunguduna	n u n g u d u n a		dry-F
453	Koya	dry	poɖi	poɖi	p o ɖ i		dry-G
454	Telugu	dry	poɖi	poɖi	p o ɖ i		dry-G
455	Betta_Kurumba	dry	ajngənu ipədə	ajngənu ipədə	a j n g ə n u + i p ə d ə		dry-H
456	Kolami	dry	a:tiɾ	a:tiɾ	aː t i ɾ		dry-I
457	Badga	ear	kiʋi	kiʋi	k i ʋ i		ear-A
458	Betta_Kurumba	ear	kiʋija	kiʋija	k i ʋ i j a		ear-A
459	Brahui	ear	xaf	xaf	x a f		ear-A
460	Gondi	ear	keʋu	keʋu	k e ʋ u		ear-A
461	Kannada	ear	kiʋi	kiʋi	k i ʋ i		ear-A
462	Kodava	ear	kemi	kemi	k e m i		ear-A
463	Kolami	ear	keʋ	keʋ	k e ʋ		ear-A
464	Kota	ear	keʋə	keʋə	k e ʋ ə		ear-A
465	Koya	ear	keʋ	keʋ	k e ʋ		ear-A
466	Koya	ear	keʋk	keʋk	k e ʋ k		ear-A
467	Kurukh	ear	kʰebda	kʰebda	kʰ e b d a		ear-A
468	Kuwi	ear	kiɾiju	kiɾiju	k i ɾ i j u		ear-A
469	Malayalam	ear	tʃeʋi	tʃeʋi	tʃ e ʋ i		ear-A
470	Ollari_Gadba	ear	kekal	kekal	k e k a l		ear-A
471	Parji	ear	kekol	kekol	k e k o l		ear-A
472	Telugu	ear	tʃeʋi	tʃeʋi	tʃ e ʋ i		ear-A
473	Toda	ear	kili	kili	k i l i		ear-A
474	Tulu	ear	kebi	kebi	k e b i		ear-A
475	Yeruva	ear	kemi	kemi	k e m i		ear-A
476	Malayalam	ear	kātu	kātu	k aː t u		ear-B
477	Tamil	ear	ka:də	ka:də	k aː d ə		ear-B
478	Malto	ear	daɾti:	daɾti:	d a ɾ t iː		ear-C
479	Gondi	earth	mannə	mannə	m a nː ə		earth-A
480	Kannada	earth	maɳɳu	maɳɳu	m a ɳ ɳ u		earth-A
481	Kodava	earth	mannə	mannə	m a nː ə		earth-A
482	Malayalam	earth	mannə	mannə	m a nː ə		earth-A
483	Tamil	earth	mannə	mannə	m a nː ə		earth-A
484	Telugu	earth	mannu	mannu	m a nː u		earth-A
485	Tulu	earth	mannə	mannə	m a nː ə		earth-A
486	Ollari_Gadba	earth	tukud	tukud	t u k u d		earth-B
487	Parji	earth	tūk	tūk	t uː k		earth-B
488	Kurukh	earth	kʰekʰel	kʰekʰel	kʰ e kʰ e l		earth-C
489	Toda	earth	koɖə	koɖə	k o ɖ ə		earth-D
490	Koya	earth	maʈʈi	maʈʈi	m a ʈː i		earth-E
491	Telugu	earth	maʈʈi	maʈʈi	m a ʈː i		earth-E
492	Betta_Kurumba	earth	bu:mi	bu:mi	b uː m i	LOAN	earth-F
493	Kolami	earth	bʰu:mi	bʰu:mi	bʱ uː m i	LOAN	earth-F
494	Kota	earth	bʰulo:gam	bʰulo:gam	bʱ u l oː g a m		earth-F
495	Kuwi	earth	bʰumi	bʰumi	bʱ u m i	LOAN	earth-F
496	Malto	earth	bʰumi	bʰumi	bʱ u m i	LOAN	earth-F
497	Kuwi	earth	iɾa:	iɾa:	i ɾ aː		earth-G
498	Brahui	earth	ɖaga:ɾ	ɖaga:ɾ	ɖ a g aː ɾ		earth-H
499	Badga	eat	timbə	timbə	t i m b ə		eat-A
500	Betta_Kurumba	eat	tinn	tinn	t i nː		eat-A
501	Kannada	eat	tinnu	tinnu	t i nː u		eat-A
502	Kodava	eat	tinə	tinə	t i n ə		eat-A
503	Kota	eat	tin atej	tin atej	t i n + a t e j		eat-A
504	Koya	eat	tinnu	tinnu	t i nː u		eat-A
505	Kuwi	eat	tinu	tinu	t i n u		eat-A
506	Malayalam	eat	tinnuga	tinnuga	t i nː u g a		eat-A
507	Ollari_Gadba	eat	tin	tin	t i n		eat-A
508	Parji	eat	tin-	tin-	t i n		eat-A
509	Telugu	eat	tinu	tinu	t i n u		eat-A
510	Yeruva	eat	tinno:	tinno:	t i nː oː		eat-A
511	Tamil	eat	sa:pədə	sa:pədə	s aː p ə d ə		eat-B
512	Tulu	eat	uɳa:ɾa	uɳa:ɾa	u ɳ aː ɾ a		eat-C
513	Kurukh	eat	mokʰna	mokʰna	m o kʰ n a		eat-D
514	Toda	eat	toɾtin	toɾtin	t o ɾ t i n		eat-E
515	Brahui	eat	kuning	kuning	k u n i n g		eat-F
516	Malto	eat	dʒa:go:lpah	dʒa:go:lpah	dʒ aː g oː l p a h		eat-G
517	Malto	eat	lapah	lapah	l a p a h		eat-G
518	Kolami	eat	a:ntisatun	a:ntisatun	aː n t i s a t u n		eat-J
519	Gondi	eat	dʒeʋi	dʒeʋi	dʒ e ʋ i		eat-K
520	Badga	egg	moʈʈe	moʈʈe	m o ʈː e		egg-A
521	Kannada	egg	moʈʈe	moʈʈe	m o ʈː e		egg-A
522	Kodava	egg	muʈʈe	muʈʈe	m u ʈː e		egg-A
523	Kota	egg	mooʈə	mooʈə	m o o ʈ ə		egg-A
524	Malayalam	egg	muʈʈa	muʈʈa	m u ʈː a		egg-A
525	Tamil	egg	muʈʈe	muʈʈe	m u ʈː e		egg-A
526	Toda	egg	muʈʈe	muʈʈe	m u ʈː e		egg-A
527	Yeruva	egg	muʈʈe	muʈʈe	m u ʈː e		egg-A
528	Telugu	egg	guɖɖu	guɖɖu	g u ɖː u		egg-B
529	Kannada	egg	tatti	tatti	t a tː i		egg-C
530	Tulu	egg	ketti	ketti	k e tː i		egg-C
531	Koya	egg	gaɾbam	gaɾbam	g a ɾ b a m		egg-D
532	Ollari_Gadba	egg	kaɾbə	kaɾbə	k a ɾ b ə		egg-D
533	Betta_Kurumba	egg	mujɾgi	mujɾgi	m u j ɾ g i		egg-E
534	Brahui	egg	xuahae	xuahae	x u a h a e		egg-F
535	Brahui	egg	baƐdƐ	baƐdƐ	b a ɛ d ɛ		egg-G
536	Malto	egg	ɾaɾapa:ndu	ɾaɾapa:ndu	ɾ a ɾ a p aː n d u		egg-H
537	Kurukh	egg	bi:	bi:	b iː		egg-I
538	Kolami	egg	sanku	sanku	s a n k u		egg-J
539	Gondi	egg	mi:ndʒ	mi:ndʒ	m iː n dʒ		egg-K
540	Kuwi	egg	tala	tala	t a l a		egg-L
541	Badga	eye	kaɳɳə	kaɳɳə	k a ɳ ɳ ə		eye-A
542	Betta_Kurumba	eye	kaɳɳu	kaɳɳu	k a ɳ ɳ u		eye-A
543	Brahui	eye	xan	xan	x a n		eye-A
544	Kannada	eye	kaɳɳə	kaɳɳə	k a ɳ ɳ ə		eye-A
545	Kodava	eye	kaɳɳə	kaɳɳə	k a ɳ ɳ ə		eye-A
546	Kolami	eye	kan	kan	k a n		eye-A
547	Kota	eye	kaɳɳə	kaɳɳə	k a ɳ ɳ ə		eye-A
548	Koya	eye	koɳɖ	koɳɖ	k o ɳ ɖ		eye-A
549	Kurukh	eye	kʰann	kʰann	kʰ a nː		eye-A
550	Kuwi	eye	kanu	kanu	k a n u		eye-A
551	Malayalam	eye	kaɳɳə	kaɳɳə	k a ɳ ɳ ə		eye-A
552	Malto	eye	a:ndu	a:ndu	aː n d u		eye-A
553	Ollari_Gadba	eye	kaɳul	kaɳul	k a ɳ u l		eye-A
554	Parji	eye	kan	kan	k a n		eye-A
555	Tamil	eye	kaɳɳə	kaɳɳə	k a ɳ ɳ ə		eye-A
556	Telugu	eye	kannu	kannu	k a nː u		eye-A
557	Toda	eye	kaɳ	kaɳ	k a ɳ		eye-A
558	Tulu	eye	kaɳɳu	kaɳɳu	k a ɳ ɳ u		eye-A
559	Yeruva	eye	kaɳɳə	kaɳɳə	k a ɳ ɳ ə		eye-A
560	Malayalam	eye	ne:tɾam	ne:tɾam	n eː t ɾ a m	LOAN	eye-B
561	Gondi	eye	kəɖə	kəɖə	k ə ɖ ə		eye-C
562	Badga	fat	koɭəppə	koɭəppə	k o ɭ ə pː ə		fat-A
563	Gondi	fat	koɾondʒ	koɾondʒ	k o ɾ o n dʒ		fat-A
564	Kannada	fat	kobbu	kobbu	k o bː u		fat-A
565	Kota	fat	koɭupu	koɭupu	k o ɭ u p u		fat-A
566	Koya	fat	kodoʋo:s	kodoʋo:s	k o d o ʋ oː s		fat-A
567	Malayalam	fat	koɻuppə	koɻuppə	k o ɻ u pː ə		fat-A
568	Parji	fat	koṛukuḍ	koṛukuḍ	k o ɽ u k u ɖ		fat-A
569	Tamil	fat	koɻuppə	koɻuppə	k o ɻ u pː ə		fat-A
570	Telugu	fat	koʋʋu (noun)	koʋʋu	k o ʋː u		fat-A
571	Toda	fat	koɻəppə	koɻəppə	k o ɻ ə pː ə		fat-A
572	Koya	fat	la:ʋ	la:ʋ	l aː ʋ		fat-B
573	Telugu	fat	la:ʋu(adjective)	la:ʋu	l aː ʋ u		fat-B
574	Kurukh	fat	neʈa	neʈa	n e ʈ a		fat-C
575	Brahui	fat	tʃaɾpi:	tʃaɾpi:	tʃ a ɾ p iː		fat-D
576	Kodava	fat	tʃeɾabi	tʃeɾabi	tʃ e ɾ a b i		fat-D
577	Tulu	fat	tʃeɾabi	tʃeɾabi	tʃ e ɾ a b i		fat-D
578	Yeruva	fat	tʃiɾabi	tʃiɾabi	tʃ i ɾ a b i		fat-D
579	Betta_Kurumba	fat	tanniʋi	tanniʋi	t a nː i ʋ i		fat-E
580	Betta_Kurumba	fat	teɾija	teɾija	t e ɾ i j a		fat-F
581	Malto	fat	nedʒdʒa	nedʒdʒa	n e dʒː a		fat-G
582	Ollari_Gadba	fat	me:n	me:n	m eː n		fat-H
583	Badga	feather	ɾakke	ɾakke	ɾ a kː e		feather-A
584	Kota	feather	ɾe:kə	ɾe:kə	ɾ eː k ə		feather-A
585	Tamil	feather	ɾekke	ɾekke	ɾ e kː e		feather-A
586	Toda	feather	iɾakke	iɾakke	i ɾ a kː e		feather-A
587	Malayalam	feather	tu:ʋalə	tu:ʋalə	t uː ʋ a l ə		feather-B
588	Kannada	feather	gari	gari	g a r i		feather-C
589	Telugu	feather	i:ka	i:ka	iː k a		feather-D
590	Kannada	feather	tupaʈa	tupaʈa	t u p a ʈ a		feather-E
591	Kodava	feather	topaʈa	topaʈa	t o p a ʈ a		feather-E
592	Yeruva	feather	to:pəʈa:	to:pəʈa:	t oː p ə ʈ aː		feather-E
593	Koya	feather	geɾk	geɾk	g e ɾ k		feather-F
594	Tulu	feather	huʋi	huʋi	h u ʋ i		feather-G
595	Betta_Kurumba	feather	tiʋija	tiʋija	t i ʋ i j a		feather-H
596	Gondi	feather	buɾa	buɾa	b u ɾ a		feather-I
597	Kolami	feather	bull	bull	b u lː		feather-I
598	Brahui	feather	paɾɾƐ	paɾɾƐ	p a ɾ ɾ ɛ		feather-J
599	Malto	feather	paki:	paki:	p a k iː		feather-K
600	Kurukh	feather	pentʃo	pentʃo	p e n tʃ o		feather-L
601	Tamil	fire	neruppu	neruppu	n e r u pː u		fire-A
602	Telugu	fire	nippu	nippu	n i pː u		fire-A
603	Betta_Kurumba	fire	tissə ~ titʃtʃa	tissə	t i sː ə		fire-B
604	Betta_Kurumba	fire	tissə ~ titʃtʃa	titʃtʃa	t i tʃː a		
605	Kota	fire	nippu	nippu	n i pː u		fire-B
606	Malayalam	fire	te:	te:	t eː		fire-B
607	Tamil	fire	te:	te:	t eː		fire-B
608	Yeruva	fire	ti:	ti:	t iː		fire-B
609	Kannada	fire	benki	benki	b e n k i		fire-C
610	Telugu	fire	maɳʈa	maɳʈa	m a ɳ ʈ a		fire-D
611	Badga	fire	kitʃtʃə	kitʃtʃə	k i tʃː ə		fire-E
612	Kodava	fire	titta	titta	t i tː a		fire-E
613	Kolami	fire	kiss	kiss	k i sː		fire-E
614	Koya	fire	kis	kis	k i s		fire-E
615	Kurukh	fire	tʃitʃtʃ	tʃitʃtʃ	tʃ i tʃː		fire-E
616	Malto	fire	tʃitʃadu	tʃitʃadu	tʃ i tʃ a d u		fire-E
617	Parji	fire	kic	kic	k i c		fire-E
618	Toda	fire	ti:ttə	ti:ttə	t iː tː ə		fire-E
619	Malayalam	fire	agni	agni	a g n i	LOAN	fire-F
620	Telugu	fire	aggi	aggi	a gː i	LOAN	fire-F
621	Tulu	fire	tuʋu	tuʋu	t u ʋ u		fire-G
622	Koya	fire	neggaɖ	neggaɖ	n e gː a ɖ		fire-H
623	Brahui	fire	xa:xaɾ	xa:xaɾ	x aː x a ɾ		fire-I
624	Gondi	fire	taɖmi	taɖmi	t a ɖ m i		fire-J
625	Kuwi	fire	dankeɾe	dankeɾe	d a n k e ɾ e		fire-K
626	Badga	fish	mi:nə	mi:nə	m iː n ə		fish-A
627	Betta_Kurumba	fish	mi:nu	mi:nu	m iː n u		fish-A
628	Gondi	fish	mi:n	mi:n	m iː n		fish-A
629	Kannada	fish	mi:nə	mi:nə	m iː n ə		fish-A
630	Kodava	fish	mi:nə	mi:nə	m iː n ə		fish-A
631	Kota	fish	mi:nə	mi:nə	m iː n ə		fish-A
632	Malayalam	fish	mi:n	mi:n	m iː n		fish-A
633	Malto	fish	mi:ndu	mi:ndu	m iː n d u		fish-A
634	Ollari_Gadba	fish	mi:n	mi:n	m iː n		fish-A
635	Tamil	fish	mi:nə	mi:nə	m iː n ə		fish-A
636	Toda	fish	mi:n	mi:n	m iː n		fish-A
637	Tulu	fish	mi:nə	mi:nə	m iː n ə		fish-A
638	Yeruva	fish	mi:nə	mi:nə	m iː n ə		fish-A
639	Koya	fish	ki:ke	ki:ke	k iː k e		fish-B
640	Parji	fish	key	key	k e y		fish-B
641	Telugu	fish	tʃe:pa	tʃe:pa	tʃ eː p a		fish-B
642	Kannada	fish	matsya	matsya	m a ts y a	LOAN	fish-C
643	Malayalam	fish	malsjam	malsjam	m a l s j a m	LOAN	fish-C
644	Brahui	fish	matʃtʃi:	matʃtʃi:	m a tʃː iː	LOAN	fish-D
645	Kolami	fish	guɖɖi	guɖɖi	g u ɖː i	EXCLUDE	fish-E
646	Kurukh	fish	indʒo	indʒo	i n dʒ o		fish-F
647	Badga	fly	paɾappə	paɾappə	p a ɾ a pː ə		fly-A
648	Betta_Kurumba	fly	pa:ɾ ~ pe:ɾ	pa:ɾ	p aː ɾ		fly-A
649	Betta_Kurumba	fly	pa:ɾ ~ pe:ɾ	pe:ɾ	p eː ɾ		
650	Gondi	fly	paɾi	paɾi	p a ɾ i		fly-A
651	Kannada	fly	ha:ɾu	ha:ɾu	h aː ɾ u		fly-A
652	Kodava	fly	pa:ɾa	pa:ɾa	p aː ɾ a		fly-A
653	Kota	fly	pa:ɾʋu	pa:ɾʋu	p aː ɾ ʋ u		fly-A
654	Malayalam	fly	paɾakkuga	paɾakkuga	p a ɾ a kː u g a		fly-A
655	Tamil	fly	paɾə	paɾə	p a ɾ ə		fly-A
656	Toda	fly	po:ɾtʃ	po:ɾtʃ	p oː ɾ tʃ		fly-A
657	Tulu	fly	ɾa:paɾa	ɾa:paɾa	ɾ aː p a ɾ a		fly-A
658	Telugu	fly	eguɾu	eguɾu	e g u ɾ u		fly-B
659	Koya	fly	tulla	tulla	t u lː a		fly-C
660	Yeruva	fly	mannə	mannə	m a nː ə		fly-D
661	Kurukh	fly	uɖijaɾna	uɖijaɾna	u ɖ i j a ɾ n a		fly-E
662	Malto	fly	uɖa:ɾi	uɖa:ɾi	u ɖ aː ɾ i		fly-E
663	Kolami	fly	tulsa:d	tulsa:d	t u l s aː d		fly-F
664	Brahui	fly	ba:l kanning	ba:l kanning	b aː l + k a nː i n g		fly-G
665	Kannada	foot	aḍi	aḍi	a ɖ i		foot-A
666	Koya	foot	aɖugu	aɖugu	a ɖ u g u		foot-A
667	Malayalam	foot	aṭi	aṭi	a ʈ i		foot-A
668	Tamil	foot	aɖi	aɖi	a ɖ i		foot-A
669	Telugu	foot	aɖugu	aɖugu	a ɖ u g u		foot-A
670	Kannada	foot	pa:da	pa:da	p aː d a		foot-B
671	Kuwi	foot	pa:dami	pa:dami	p aː d a m i		foot-B
672	Malayalam	foot	pa:dam	pa:dam	p aː d a m		foot-B
673	Ollari_Gadba	foot	pa:dam	pa:dam	p aː d a m		foot-B
674	Tamil	foot	pa:dam	pa:dam	p aː d a m		foot-B
675	Telugu	foot	pa:damu	pa:damu	p aː d a m u	LOAN	foot-B
676	Betta_Kurumba	foot	ka:lə	ka:lə	k aː l ə		foot-C
677	Gondi	foot	ka:l	ka:l	k aː l		foot-C
678	Tamil	foot	kaalə	kaalə	k a a l ə		foot-C
679	Toda	foot	ko:l	ko:l	k oː l		foot-C
680	Tulu	foot	ka:lə	ka:lə	k aː l ə		foot-C
681	Yeruva	foot	ka:lə	ka:lə	k aː l ə		foot-C
682	Kurukh	foot	kʰeɖ	kʰeɖ	kʰ e ɖ		foot-D
683	Badga	foot	anga:lə	anga:lə	a n g aː l ə		foot-E
684	Kodava	foot	anga:l	anga:l	a n g aː l		foot-E
685	Brahui	foot	nat	nat	n a t		foot-F
686	Malto	foot	ɾaɖadu	ɾaɖadu	ɾ a ɖ a d u		foot-G
687	Kolami	foot	dʒeʈʈa	dʒeʈʈa	dʒ e ʈː a		foot-H
688	Kota	foot	tapaɖ	tapaɖ	t a p a ɖ		foot-I
689	Toda	full	so:kkaije	so:kkaije	s oː kː a i j e		full-A
690	Badga	full	tʰumbe	tʰumbe	tʰ u m b e		full-B
691	Kannada	full	tumbidu	tumbidu	t u m b i d u		full-B
692	Kodava	full	dumba	dumba	d u m b a		full-B
693	Yeruva	full	dumba	dumba	d u m b a		full-B
694	Gondi	full	niɳɖ	niɳɖ	n i ɳ ɖ		full-C
695	Kolami	full	ninɖu	ninɖu	n i n ɖ u		full-C
696	Koya	full	ninɖa:	ninɖa:	n i n ɖ aː		full-C
697	Kurukh	full	nindka	nindka	n i n d k a		full-C
698	Malayalam	full	niɾaɲa	niɾaɲa	n i ɾ a ɲ a		full-C
699	Malto	full	nindpa:	nindpa:	n i n d p aː		full-C
700	Tamil	full	niṟainta	niṟainta	n i r̪ a i n t a		full-C
701	Telugu	full	ninɖu	ninɖu	n i n ɖ u		full-C
702	Tamil	full	muɭu	muɭu	m u ɭ u		full-D
703	Tulu	full	dindʒidunɖu	dindʒidunɖu	d i n dʒ i d u n ɖ u		full-E
704	Betta_Kurumba	full	fullə	fullə	f u lː ə		full-F
705	Brahui	full	puɾ	puɾ	p u ɾ		full-G
706	Ollari_Gadba	full	puneʈ	puneʈ	p u n e ʈ		full-G
707	Kuwi	full	guɾa	guɾa	g u ɾ a		full-H
708	Badga	give	koɖu	koɖu	k o ɖ u		give-A
709	Betta_Kurumba	give	koɖ	koɖ	k o ɖ		give-A
710	Kannada	give	koɖu	koɖu	k o ɖ u		give-A
711	Kodava	give	koɖi	koɖi	k o ɖ i		give-A
712	Malayalam	give	koɖukkuga	koɖukkuga	k o ɖ u kː u g a		give-A
713	Tamil	give	kuɖə	kuɖə	k u ɖ ə		give-A
714	Tulu	give	koɾo	koɾo	k o ɾ o		give-A
715	Yeruva	give	koɖu	koɖu	k o ɖ u		give-A
716	Brahui	give	tinning	tinning	t i nː i n g		give-B
717	Kota	give	tej	tej	t e j		give-B
718	Kuwi	give	taa	taa	t a a		give-B
719	Tamil	give	ta:	ta:	t aː		give-B
720	Gondi	give	hi	hi	h i		give-C
721	Kolami	give	si:ta:n	si:ta:n	s iː t aː n		give-C
722	Koya	give	i:m	i:m	iː m		give-C
723	Koya	give	i:datam	i:datam	iː d a t a m		give-C
724	Kurukh	give	tʃihna	tʃihna	tʃ i h n a		give-C
725	Malto	give	tʃiba:h	tʃiba:h	tʃ i b aː h		give-C
726	Ollari_Gadba	give	tʃi	tʃi	tʃ i		give-C
727	Parji	give	cī-	cī-	c iː		give-C
728	Telugu	give	itʃtʃu	itʃtʃu	i tʃː u		give-C
729	Telugu	give	iʋʋaɖam	iʋʋaɖam	i ʋː a ɖ a m		give-C
730	Toda	give	ittʃadta	ittʃadta	i tː ʃ a d t a		give-C
731	Betta_Kurumba	good	nall	nall	n a lː		good-A
732	Kodava	good	nalla	nalla	n a lː a		good-A
733	Malayalam	good	nalla	nalla	n a lː a		good-A
734	Tamil	good	nalla	nalla	n a lː a		good-A
735	Yeruva	good	nallə	nallə	n a lː ə		good-A
736	Badga	good	oɭɭajadə	oɭɭajadə	o ɭː a j a d ə		good-B
737	Kannada	good	oɭɭijadu	oɭɭijadu	o ɭː i j a d u		good-B
738	Kota	good	oludə	oludə	o l u d ə		good-B
739	Koya	good	mantʃid	mantʃid	m a n tʃ i d		good-C
740	Telugu	good	mantʃi	mantʃi	m a n tʃ i		good-C
741	Tulu	good	eɖɖedana	eɖɖedana	e ɖː e d a n a		good-D
742	Toda	good	ulti	ulti	u l t i		good-E
743	Malto	good	he:ɖu	he:ɖu	h eː ɖ u		good-F
744	Brahui	good	dʒua:n	dʒua:n	dʒ u aː n		good-G
745	Malto	good	ɾaɖu	ɾaɖu	ɾ a ɖ u		good-H
746	Kurukh	good	da:ʋ	da:ʋ	d aː ʋ		good-I
747	Kolami	good	sobhatan	sobhatan	s o b h a t a n		good-J
748	Gondi	good	assal	assal	a sː a l		good-K
749	Kuwi	good	nejun	nejun	n e j u n		good-L
750	Badga	green	patʃtʃe	patʃtʃe	p a tʃː e		green-A
751	Betta_Kurumba	green	passla:ngi ~ patʃtʃəla:ngi	passla:ngi	p a sː l aː n g i		green-A
752	Betta_Kurumba	green	passla:ngi ~ patʃtʃəla:ngi	patʃtʃəla:ngi	p a tʃː ə l aː n g i		
753	Gondi	green	patʃtʃad	patʃtʃad	p a tʃː a d		green-A
754	Kannada	green	hasiru	hasiru	h a s i r u		green-A
755	Kodava	green	patʃtʃe	patʃtʃe	p a tʃː e		green-A
756	Kota	green	patʃtʃə	patʃtʃə	p a tʃː ə		green-A
757	Koya	green	patʃtʃa	patʃtʃa	p a tʃː a		green-A
758	Kuwi	green	a:kupatʃtʃa	a:kupatʃtʃa	aː k u p a tʃː a		green-A
759	Malayalam	green	patʃtʃa	patʃtʃa	p a tʃː a		green-A
760	Parji	green	pay	pay	p a y		green-A
761	Tamil	green	patʃtʃə	patʃtʃə	p a tʃː ə		green-A
762	Telugu	green	patʃtʃa	patʃtʃa	p a tʃː a		green-A
763	Toda	green	patʃtʃai	patʃtʃai	p a tʃː a i		green-A
764	Tulu	green	patʃtʃe	patʃtʃe	p a tʃː e		green-A
765	Yeruva	green	patʃtʃe	patʃtʃe	p a tʃː e		green-A
766	Kurukh	green	haɾija:ɾ	haɾija:ɾ	h a ɾ i j aː ɾ	LOAN	green-B
767	Brahui	green	guanakki	guanakki	g u a n a kː i		green-C
768	Malto	green	ɾanalo	ɾanalo	ɾ a n a l o		green-D
769	Kolami	green	niguɾ	niguɾ	n i g u ɾ		green-E
770	Gondi	green	hi:	hi:	h iː		green-F
771	Kuwi	green	nilia	nilia	n i l i a		green-G
772	Kuwi	green	kasuli	kasuli	k a s u l i		green-H
773	Malayalam	hair	muɖi	muɖi	m u ɖ i		hair-A
